,index,Unnamed: 0,iso_code,region_group,income_group,country,survey,year,level,grade,category,sex,location,wealth,region,ethnicity,religion,language,disability,hh_edu_head,comp_prim_v2_m,comp_lowsec_v2_m,comp_upsec_v2_m,comp_prim_1524_m,comp_lowsec_1524_m,comp_upsec_2029_m,eduyears_2024_m,edu2_2024_m,edu4_2024_m,eduout_prim_m,eduout_lowsec_m,eduout_upsec_m,comp_prim_v2_no,comp_lowsec_v2_no,comp_upsec_v2_no,comp_prim_1524_no,comp_lowsec_1524_no,comp_upsec_2029_no,eduyears_2024_no,edu2_2024_no,edu4_2024_no,eduout_prim_no,eduout_lowsec_no,eduout_upsec_no,preschool_3_m,preschool_3_no,preschool_1ybefore_m,preschool_1ybefore_no,edu0_prim_m,edu0_prim_no,trans_prim_m,trans_prim_no,trans_lowsec_m,trans_lowsec_no,comp_higher_2yrs_2529_m,comp_higher_2yrs_2529_no,comp_higher_4yrs_2529_m,comp_higher_4yrs_2529_no,comp_higher_4yrs_3034_m,comp_higher_4yrs_3034_no,attend_higher_1822_m,attend_higher_1822_no,overage2plus_m,overage2plus_no,literacy_1524_m,literacy_1524_no,mlevel1_m,mlevel1_no,rlevel1_m,rlevel1_no,slevel1_m,slevel1_no,mlevel2_m,mlevel2_no,rlevel2_m,rlevel2_no,slevel2_m,slevel2_no,mlevel3_m,mlevel3_no,rlevel3_m,rlevel3_no,slevel3_m,slevel3_no,mlevel4_m,mlevel4_no,rlevel4_m,rlevel4_no,slevel4_m,slevel4_no
116,42946,42947,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Sex & Wealth,Female,,Quintile 2,,,,,,,0.888800024986267,0.709100008010864,0.619899988174438,0.929700016975403,0.645799994468689,0.611599981784821,,0.0160000007599592,0.0355999991297722,,,,450.0,351.0,306.0,1075.0,1075.0,894.0,435.0,435.0,435.0,,,,,,,,0.050500001758337,720.0,0.905799984931946,452.0,0.893899977207184,185.0,0.173800006508827,392.0,0.0945999994874001,392.0,0.0644999966025352,314.0,,,,,0.978900015354156,1550.0,,,,,,,,,,,,,,,,,,,,,,,,
117,42947,42948,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Sex & Wealth,Female,,Quintile 3,,,,,,,0.944700002670288,0.835099995136261,0.779299974441528,0.968800008296967,0.786499977111816,0.801500022411346,,0.0070000002160668,0.0109999999403954,,,,412.0,315.0,314.0,1029.0,1029.0,849.0,443.0,443.0,443.0,,,,,,,,0.0401999987661839,562.0,0.97759997844696,449.0,0.936500012874603,249.0,0.236900001764297,365.0,0.10809999704361,365.0,0.100500002503395,349.0,,,,,0.994499981403351,1765.0,,,,,,,,,,,,,,,,,,,,,,,,
118,42948,42949,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Sex & Wealth,Female,,Quintile 4,,,,,,,0.95959997177124,0.875699996948242,0.850799977779388,0.979600012302399,0.844900012016296,0.892099976539612,,0.0041000000201165,0.0077999997884035,,,,376.0,370.0,361.0,1122.0,1122.0,1008.0,502.0,502.0,502.0,,,,,,,,0.0141000002622604,494.0,0.981000006198883,521.0,0.980300009250641,332.0,0.509100019931793,467.0,0.300900012254715,467.0,0.260500013828278,376.0,,,,,0.995800018310547,2244.0,,,,,,,,,,,,,,,,,,,,,,,,
119,42949,42950,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Sex & Wealth,Female,,Quintile 5,,,,,,,0.962800025939941,0.868799984455109,0.85369998216629,0.976899981498718,0.845399975776672,0.901300013065338,,0.0006000000284984,0.0044999998062849,,,,357.0,429.0,411.0,1259.0,1259.0,1028.0,579.0,579.0,579.0,,,,,,,,0.0143999997526407,429.0,0.962999999523163,577.0,0.978299975395203,431.0,0.680000007152557,418.0,0.557900011539459,418.0,0.532400012016296,373.0,,,,,0.994700014591217,2497.0,,,,,,,,,,,,,,,,,,,,,,,,
120,42950,42951,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Sex & Wealth,Male,,Quintile 1,,,,,,,0.499500006437302,0.20890000462532,0.182099997997284,0.572099983692169,0.215100005269051,0.233400002121925,,0.0912000015377998,0.229000002145767,,,,538.0,415.0,360.0,1272.0,1272.0,1015.0,499.0,499.0,499.0,,,,,,,,0.211899995803833,843.0,0.647800028324127,360.0,0.812799990177155,72.0,0.0562999993562698,500.0,0.0271000005304813,500.0,0.0071000000461936,438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,42951,42952,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Sex & Wealth,Male,,Quintile 2,,,,,,,0.77590000629425,0.457300007343292,0.385199993848801,0.825699985027313,0.437999993562698,0.442699998617172,,0.0206000003963709,0.0625,,,,513.0,410.0,387.0,1306.0,1306.0,1083.0,573.0,573.0,573.0,,,,,,,,0.0966999977827072,814.0,0.812799990177155,529.0,0.864199995994568,186.0,0.126800000667572,506.0,0.0432999990880489,506.0,0.0568000003695488,438.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,42952,42953,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Sex & Wealth,Male,,Quintile 3,,,,,,,0.881399989128113,0.6560999751091,0.637899994850159,0.927100002765656,0.621999979019165,0.668099999427795,,0.0071000000461936,0.0186000000685453,,,,447.0,427.0,383.0,1263.0,1263.0,1004.0,538.0,538.0,538.0,,,,,,,,0.0645999982953072,640.0,0.870400011539459,614.0,0.932099997997284,273.0,0.230499997735023,463.0,0.093299999833107,463.0,0.100599996745586,408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,42953,42954,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Sex & Wealth,Male,,Quintile 4,,,,,,,0.949199974536896,0.752499997615814,0.712599992752075,0.970399975776672,0.766600012779236,0.794600009918213,,0.0037000000011175,0.0113000003620982,,,,332.0,354.0,335.0,1098.0,1098.0,1006.0,531.0,531.0,531.0,,,,,,,,0.0364999994635582,537.0,0.941999971866608,521.0,0.954900026321411,339.0,0.402700006961823,473.0,0.230900004506111,473.0,0.222200006246567,393.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,42954,42955,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Sex & Wealth,Male,,Quintile 5,,,,,,,0.968500018119812,0.890200018882751,0.873099982738495,0.98360002040863,0.853299975395203,0.911700010299683,,0.001700000022538,0.001700000022538,,,,294.0,320.0,303.0,970.0,970.0,833.0,440.0,440.0,440.0,,,,,,,,0.0264999996870756,426.0,0.971300005912781,520.0,0.980599999427795,381.0,0.695200026035309,389.0,0.468300014734268,389.0,0.469799995422363,361.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,42955,42956,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 1,Armm,,,,,,0.452499985694885,0.263000011444092,0.161400005221367,0.583500027656555,0.232299998402596,0.215299993753433,,0.12950000166893,0.214300006628036,,,,53.0,64.0,66.0,159.0,159.0,124.0,60.0,60.0,60.0,,,,,,,,0.322499990463257,87.0,0.626900017261505,31.0,,,0.0627000033855438,30.0,0.0329000018537045,30.0,,,,,,,0.809400022029877,92.0,,,,,,,,,,,,,,,,,,,,,,,,
126,42956,42957,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 1,Cordillera Admin Region,,,,,,,,,0.856299996376038,0.557500004768372,,,,,,,,,,,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,42957,42958,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 1,IVa Calabarzon,,,,,,,,,0.773699998855591,0.416299998760223,,,,,,,,,,,31.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,42958,42959,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 1,IVb Mimaropa,,,,,,,,,0.593299984931946,0.324200004339218,0.278400003910065,,0.156100004911423,0.342799991369247,,,,,,,61.0,61.0,68.0,32.0,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,42959,42960,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 1,IX Zamboanga Peninsula,,,,,,0.648100018501282,,,0.792999982833862,0.233400002121925,0.206599995493889,,0.0751999989151955,0.100299999117851,,,,37.0,,,82.0,82.0,77.0,40.0,40.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,42960,42961,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 1,V Bicol,,,,,,0.754599988460541,,,0.903599977493286,0.36489999294281,0.273400008678436,,,,,,,41.0,,,63.0,63.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,42961,42962,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 1,VI Western Visayas,,,,,,0.847800016403198,,,0.849200010299683,0.442999988794327,0.396600008010864,,0.0308999996632338,0.0308999996632338,,,,40.0,,,74.0,74.0,60.0,32.0,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,42962,42963,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 1,VII Central Visayas,,,,,,,,,0.775499999523163,0.36149999499321,0.291000008583069,,,,,,,,,,58.0,58.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,42963,42964,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 1,VIII Eastern Visayas,,,,,,,,,0.767799973487854,0.293199986219406,0.275999993085861,,,,,,,,,,51.0,51.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,42964,42965,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 1,X Northern Mindanao,,,,,,0.682299971580505,,,0.654399991035461,0.24549999833107,0.284000009298325,,0.0390999987721443,0.247099995613098,,,,33.0,,,73.0,73.0,54.0,30.0,30.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,42965,42966,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 1,XI Davao,,,,,,0.727199971675873,,,0.744700014591217,0.350300014019012,0.316500008106232,,0.0703999996185303,0.140699997544289,,,,33.0,,,86.0,86.0,77.0,42.0,42.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,42966,42967,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 1,XII Soccsksargen,,,,,,0.708500027656555,,,0.693099975585938,0.302599996328354,0.302199989557266,,,,,,,45.0,,,69.0,69.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,42967,42968,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 1,XIII Caraga,,,,,,,,,0.740700006484985,0.340799987316132,0.291999995708466,,,,,,,,,,50.0,50.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,42968,42969,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 2,Armm,,,,,,,,,0.900600016117096,0.500699996948242,0.630100011825562,,,,,,,,,,70.0,70.0,60.0,,,,,,,,,,,0.0531000010669231,34.0,,,,,,,,,,,,,,,0.921299993991852,77.0,,,,,,,,,,,,,,,,,,,,,,,,
139,42969,42970,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 2,Cordillera Admin Region,,,,,,,,,0.90530002117157,0.692099988460541,,,,,,,,,,,42.0,42.0,,,,,,,,,,,,0.0,30.0,,,,,,,,,,,,,,,1.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,
140,42970,42971,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 2,I Ilocos,,,,,,,,,0.982599973678589,0.75789999961853,0.707599997520447,,,,,,,,,,58.0,58.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,42971,42972,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 2,II Cagayan Valley,,,,,,,,,0.977699995040894,0.673200011253357,0.591000020503998,,,,,,,,,,46.0,46.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,42972,42973,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 2,III Central Luzon,,,,,,,,,0.913600027561188,0.624300003051758,0.627600014209747,,0.0,0.0,,,,,,,67.0,67.0,72.0,32.0,32.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,42973,42974,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 2,IVa Calabarzon,,,,,,0.67960000038147,,,0.952199995517731,0.666400015354156,0.566699981689453,,,,,,,32.0,,,53.0,53.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,42974,42975,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 2,IVb Mimaropa,,,,,,,,,0.909900009632111,0.693099975585938,0.586399972438812,,,,,,,,,,52.0,52.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,42975,42976,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 2,IX Zamboanga Peninsula,,,,,,,,,0.879800021648407,0.619099974632263,0.55919998884201,,,,,,,,,,57.0,57.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,42976,42977,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 2,National Capital Region,,,,,,,,,0.91509997844696,0.488599985837936,0.542599976062775,,,,,,,,,,32.0,32.0,35.0,,,,,,,,,,,0.0504000000655651,36.0,,,,,,,,,,,,,,,0.983500003814697,59.0,,,,,,,,,,,,,,,,,,,,,,,,
147,42977,42978,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 2,V Bicol,,,,,,1.0,0.78439998626709,,0.965900003910065,0.643199980258942,0.508499979972839,,,,,,,37.0,34.0,,89.0,89.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,42978,42979,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 2,VI Western Visayas,,,,,,0.804199993610382,0.790499985218048,,0.923500001430511,0.781899988651276,0.771399974822998,,0.0,0.0370000004768372,,,,30.0,35.0,,80.0,80.0,71.0,30.0,30.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,42979,42980,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 2,VII Central Visayas,,,,,,0.912400007247925,,,0.935599982738495,0.60809999704361,0.592499971389771,,0.0,0.031700000166893,,,,34.0,,,76.0,76.0,70.0,31.0,31.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,42980,42981,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 2,VIII Eastern Visayas,,,,,,,,,0.982100009918213,0.64709997177124,0.527700006961823,,,,,,,,,,54.0,54.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,42981,42982,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 2,X Northern Mindanao,,,,,,,,,0.928699970245361,0.729099988937378,0.561900019645691,,,,,,,,,,55.0,55.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,42982,42983,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 2,XI Davao,,,,,,0.87389999628067,,,0.924399971961975,0.616500020027161,0.595300018787384,,0.0524999983608723,0.0524999983608723,,,,32.0,,,78.0,78.0,71.0,37.0,37.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,42983,42984,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 2,XII Soccsksargen,,,,,,0.860300004482269,,,0.879299998283386,0.587100028991699,0.690999984741211,,0.0487999990582466,0.103100001811981,,,,39.0,,,96.0,96.0,62.0,39.0,39.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,42984,42985,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 2,XIII Caraga,,,,,,,,,0.929099977016449,0.688099980354309,0.589600026607513,,0.0,0.0337999984622002,,,,,,,70.0,70.0,56.0,30.0,30.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,42985,42986,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 3,Armm,,,,,,,,,0.935199975967407,0.761799991130829,,,,,,,,,,,30.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,42986,42987,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 3,Cordillera Admin Region,,,,,,,,,1.0,0.861699998378754,0.790899991989136,,,,,,,,,,54.0,54.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.986999988555908,67.0,,,,,,,,,,,,,,,,,,,,,,,,
157,42987,42988,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 3,I Ilocos,,,,,,,,,0.984399974346161,0.875699996948242,0.80919998884201,,,,,,,,,,64.0,64.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,42988,42989,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 3,II Cagayan Valley,,,,,,,,,1.0,0.913500010967255,0.886799991130829,,,,,,,,,,34.0,34.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,42989,42990,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 3,III Central Luzon,,,,,,0.977800011634827,0.711399972438812,0.72790002822876,0.93860000371933,0.761500000953674,0.810199975967407,,0.0159000009298325,0.0159000009298325,,,,42.0,37.0,42.0,124.0,124.0,103.0,57.0,57.0,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,42990,42991,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 3,IVa Calabarzon,,,,,,0.949199974536896,0.785099983215332,,0.978900015354156,0.785399973392487,0.782500028610229,,0.0,0.0,,,,42.0,30.0,,107.0,107.0,92.0,43.0,43.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,42991,42992,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 3,IVb Mimaropa,,,,,,,,,0.980799973011017,0.883000016212463,0.930299997329712,,,,,,,,,,49.0,49.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,42992,42993,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 3,IX Zamboanga Peninsula,,,,,,,,,0.918200016021729,0.767099976539612,0.754800021648407,,,,,,,,,,48.0,48.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,42993,42994,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 3,National Capital Region,,,,,,,,0.739499986171722,0.980400025844574,0.741800010204315,0.770900011062622,,0.0,0.0,,,,,,32.0,93.0,93.0,97.0,47.0,47.0,47.0,,,,,,,,0.0684999972581863,57.0,0.977699995040894,37.0,,,0.0973000004887581,47.0,0.0189999993890524,47.0,0.0,36.0,,,,,0.995400011539459,190.0,,,,,,,,,,,,,,,,,,,,,,,,
164,42994,42995,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 3,V Bicol,,,,,,,,,0.983900010585785,0.75110000371933,0.757300019264221,,0.0,0.0333999991416931,,,,,,,64.0,64.0,54.0,31.0,31.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,42995,42996,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 3,VI Western Visayas,,,,,,0.936699986457825,,,0.968200027942657,0.812099993228912,0.938700020313263,,,,,,,32.0,,,63.0,63.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,42996,42997,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 3,VII Central Visayas,,,,,,0.935800015926361,,,0.947099983692169,0.799099981784821,0.771700024604797,,,,,,,31.0,,,74.0,74.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,42997,42998,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 3,VIII Eastern Visayas,,,,,,,,,0.976499974727631,0.694100022315979,,,,,,,,,,,42.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,42998,42999,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 3,X Northern Mindanao,,,,,,,,,0.982699990272522,0.737200021743774,0.787899971008301,,,,,,,,,,56.0,56.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,42999,43000,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 3,XI Davao,,,,,,,,,0.972400009632111,0.73470002412796,,,,,,,,,,,38.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,43000,43001,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 3,XII Soccsksargen,,,,,,,,,1.0,0.86379998922348,0.749700009822845,,,,,,,,,,45.0,45.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,43001,43002,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 3,XIII Caraga,,,,,,,,,1.0,0.864600002765656,0.886500000953674,,,,,,,,,,44.0,44.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,43002,43003,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 4,Cordillera Admin Region,,,,,,,,,0.966099977493286,0.818300008773804,0.896200001239777,,,,,,,,,,50.0,50.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,
173,43003,43004,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 4,I Ilocos,,,,,,,,,1.0,0.967999994754791,0.932699978351593,,0.0,0.0,,,,,,,63.0,63.0,60.0,36.0,36.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,43004,43005,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 4,II Cagayan Valley,,,,,,,,,1.0,0.87389999628067,0.908699989318848,,,,,,,,,,40.0,40.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,43005,43006,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 4,III Central Luzon,,,,,,1.0,0.926500022411346,0.947200000286102,1.0,0.885399997234344,0.899500012397766,,0.0,0.0,,,,39.0,39.0,38.0,133.0,133.0,126.0,68.0,68.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,43006,43007,PHL,Eastern and South-eastern Asia,Lower middle income,Philippines,DHS,2008,,1,Region & Sex & Wealth,Female,,Quintile 4,IVa Calabarzon,,,,,,0.953199982643127,0.880400002002716,0.891200006008148,0.963299989700317,0.878700017929077,0.907400012016296,,0.012699999846518,0.0254999995231628,,,,42.0,51.0,47.0,150.0,150.0,157.0,72.0,72.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
